AddressL1,City,State,Outcode,Incode,Lat,Long
77 Cherry Hill Dr,Essex,ON,N8M,E5M,42.1754,-82.8226
471 Cooper St,Leamington,ON,N8H,M6V,42.0606,-82.6029
8 NE Foster Lane,Cowansville,QC,J2K,T9K,45.2214,-72.7567
9414 Thomas Street,Kitimat,BC,V8C,K1C,54.0662,-128.6508
9152 Livingston Rd,Brockville,ON,K6V,Y7L,44.5906,-75.6808
48 Edgemont St,Courtice,ON,L1E,L5M,43.914,-78.6925
8207 Warren St,Pennfield,NB,E5H,X6P,45.0766,-66.77
952 Poor House Dr,Hanover,ON,N4N,T0N,44.1385,-81.0237
760 Saxton Street,Christmas Island,NS,B1T,S7V,46.1122,-60.2372
794 Maple St,Coaldale,AB,T1M,J1P,49.7285,-112.6146
340 Peninsula Ave,Belledune,NB,E8G,E0X,47.8741,-65.9102
7322 South Campfire Road,Deer Lake,LB,A8A,E5X,49.1778,-57.413
482 Meadowbrook Dr,St. George,NB,E5C,E3V,45.2441,-66.9929
154 Jennings St,Brooks,AB,T1R,K6X,50.5659,-111.8896
44 Roosevelt Lane,Chestermere,AB,T1X,N8P,51.0512,-113.8155
306 Sycamore Road,Oromocto,NB,E2V,S5G,45.8509,-66.467
9 Border Street,Estevan,SK,S4A,B0B,49.1433,-102.9987
10 Lake Street,Cowansville,QC,J2K,L4A,45.2214,-72.7567
7823 Snake Hill Ave,Rogersville,NB,E4Y,X2C,46.7333,-65.4489
739 Rockland Street,Lavaltrie,QC,J5T,Y8Y,45.905,-73.2594
8319 Jones Lane,Leamington,ON,N8H,G0J,42.0606,-82.6029
9902 Harrison St,Waverley,NS,B2R,G1X,44.7431,-63.5144
8605 Meadow Drive,Saltspring Island,BC,V8K,N7T,48.9145,-123.5657
124 Hilldale St,Norton,NB,E5T,Y9E,45.6769,-65.884
66 Riverview Drive,Cartier,MB,R4K,M2E,49.8298,-97.7549
232 Jones Dr,Carbonear,LB,A1Y,E3J,48.9268,-55.6613
324 Essex Lane,Peace River,AB,T8S,A8R,56.2539,-117.2849
977 Trout Drive,Innisfil,ON,L9S,J3G,44.2871,-79.6703
54 Locust St,Tantallon,NS,B3Z,E3M,44.5539,-63.8307
167 Williams Court,Sturgeon Falls,ON,P2B,G7S,46.3664,-79.9178
764 West High Street,Burtts Corner,NB,E6L,Y1L,46.12,-66.9477
183 San Carlos St,Beauceville,QC,G5X,X9P,46.2093,-70.7788
9107 Lake Forest Road,Lavaltrie,QC,J5T,J4N,45.905,-73.2594
7717 South Dunbar Drive,Belledune,NB,E8G,G3N,47.8741,-65.9102
3 Andover St,White Rock,BC,V4B,V5K,49.0268,-122.8369
687 Ridgewood St,Louisbourg,NS,B1C,H1V,46.2152,-60.2452
244 Beaver Ridge Ave,Esquimalt,BC,V9A,V8V,48.449,-123.3842
96 Holly Court,Beauharnois,QC,J6N,A8X,45.3577,-73.7851
82 Cambridge Dr,Allardville,NB,E8L,S7M,47.5887,-65.0979
71 Sunbeam Road,Devon,AB,T9G,J0G,53.3632,-113.7286
169 Bohemia Dr,Donnacona,QC,G3M,G8M,46.6725,-71.7368
9985 Joy Ridge St,Port Moody,BC,V3H,B6P,49.2707,-122.883
99 Arrowhead Avenue,Camrose,AB,T4V,B1S,53.0204,-112.8129
8007 Hilldale St,Valleyfield,QC,J7X,R2X,45.2616,-74.2078
515 N Henry Ave,Boucherville,QC,J4B,M2S,45.5685,-73.423
51 E Magnolia Ave,Whitehorse,Yukon,Y1A,R3X,60.7227,-135.0534
479 Shipley St,St. Stephen,NB,E3L,M1M,45.1728,-67.2946
898 York Court,Gagetown,NB,E5M,R9S,45.6287,-66.1751
8168 Fulton Street,Caledon,ON,L7C,L0P,43.7467,-79.8304
7007 East Cobblestone St,Norton,NB,E5T,X7R,45.6769,-65.884
8333 High Point Ave,Kenora,ON,P9N,C9K,49.7667,-94.4848
90 Mayflower St,Orillia,ON,L3V,J9L,44.6039,-79.4126
764 Union Ave,Loch Lomond,NS,B2E,J7J,45.6272,-61.9977
9209 Oak Drive,Senneville,QC,H9K,J5G,45.4643,-73.8936
8712 Fairfield Rd,Dundas,ON,L9H,Y3C,43.2638,-79.9505
97 East Pawnee Road,Richibucto,NB,E4W,E0G,46.6493,-64.8842
7 Littleton Ave,Amherstburg,ON,N9V,E5C,42.1106,-83.1115
5 Howard Avenue,Simcoe,ON,N3Y,Y2A,42.8126,-80.3091
565 Arcadia Rd,Kincardine,ON,N2Z,G5P,44.1821,-81.6373
786 State Dr,St. Martins,NB,E5R,P4H,45.3849,-65.6331
595 Prince Road,Cold Lake,AB,T9M,S0K,54.4127,-110.2162
7862 North Hilldale Ave,St. Martins,NB,E5R,R9K,45.3849,-65.6331
173 Glen Ridge Street,Penticton,BC,V2A,S3J,49.5031,-119.5905
98 Old Union St,Devon,AB,T9G,X0E,53.3632,-113.7286
8051 N Adams Court,Oromocto,NB,E2V,B2E,45.8509,-66.467
529 San Pablo St,Barrhead,AB,T7N,B5H,54.1136,-114.3932
8674 Cactus Lane,Oromocto,NB,E2V,C7N,45.8509,-66.467
353 Fairfield Dr,Cartier,MB,R4K,A8E,49.8298,-97.7549
202 Branch Dr,Lacombe,AB,T4L,M7L,52.36,-114.3736
911 Cobblestone Street,Red Deer County,AB,T4E,M6B,52.2911,-113.7027
54 Plymouth Street,Apohaqui,NB,E5P,Y8L,45.8489,-65.788
6 Yukon St,Lamèque,NB,E8T,J2Y,47.792,-64.652
710 NW Squaw Creek Lane,Old Montreal,QC,H2Y,V3C,45.508,-73.554
105 Bay Ave,Salmon Arm,BC,V1E,N1T,50.6947,-119.2915
9893 Foster St,Porters Lake,NS,B3E,B9R,44.7227,-63.3973
36 Cherry Ave,Stony Plain,AB,T7Z,Y6A,53.5202,-114.0135
9850 South Depot Ave,Marieville,QC,J3M,X8L,45.4355,-73.1738
2 Whitemarsh Street,Taber,AB,T1G,N3S,49.7773,-112.158
832 Bellevue St,Caraquet,NB,E1W,S8B,47.7624,-65.0324
235 South Jefferson St,Collingwood,ON,L9Y,N3A,44.5029,-80.2176
9186 Edgewood Dr,Morden,MB,R6M,M4B,49.1861,-98.1204
6 John Lane,Antigonish,NS,B2G,P7M,45.6243,-61.9996
9469 Heritage Dr,Millville,NB,E6E,R7B,46.1296,-67.1953
777 Broad Road,Sioux Lookout,ON,P8T,J9Y,50.0885,-91.9086
28 Chestnut St,Bradford,ON,L3Z,E8M,44.1208,-79.5656
117 Railroad Rd,Carbonear,LB,A1Y,C6G,48.9268,-55.6613
27 Marsh Lane,Taber,AB,T1G,G3N,49.7773,-112.158
7 Division St,Beresford,NB,E8K,L0Y,47.6736,-65.6795
9380B Beach Drive,Swift Current,SK,S9H,H0L,50.2875,-107.8113
819 Poplar Avenue,Duncan,BC,V9L,J7S,48.7768,-123.7077
333 Liberty Street,Baker Brook,NB,E7A,R2R,47.2542,-68.7211
58 Myers Street,Kincardine,ON,N2Z,R6H,44.1821,-81.6373
280 South Hanover Drive,Lloydminster,SK,T9V,C4R,53.2786,-110.0233
18 Pierce St,Renfrew,ON,K7V,N4M,45.4779,-76.6731
92 Courtland Ave,Maple,ON,L6A,J9Y,43.857,-79.514
7046 Morris Lane,Coaldale,AB,T1M,S2Y,49.7285,-112.6146
3 Penn St,Chatham,QC,J8G,G8E,45.6068,-74.4387
864 Pilgrim Dr,Gravenhurst,ON,P1P,J7S,44.9451,-79.3549
8419 Windsor Street,Windsor,QC,A2B,C6T,48.949,-55.6725
23 El Dorado Drive,Nackawic,NB,E6G,R1Y,45.9942,-67.2397
194 Warren Ave,Grand Manan Island,NB,E5G,X7Y,44.6586,-66.8625
618 S Thorne Ave,Harvey,NB,E6K,S9R,45.6975,-66.9557
7883 Academy Avenue,Belledune,NB,E8G,Y0P,47.8741,-65.9102
24 East Peninsula Dr,Stephenville,LB,A2N,E4Y,48.5656,-58.6
778 N Chestnut St,Yorkton,SK,S3N,T9N,51.202,-102.457
62 Riverview Ave,Albanel,QC,G8M,V8V,48.8892,-72.1938
1 N Rockledge St,Richibucto,NB,E4W,C5K,46.6493,-64.8842
355 Sherman Ave,Lamèque,NB,E8T,L7N,47.792,-64.652
440 Delaware Dr,Perth,ON,K7H,B5T,44.902,-76.2457
111 Argyle St,Petitcodiac,NB,E4Z,H3S,45.751,-65.048
20 8th Ave,Highlands,BC,V9B,K1C,48.4519,-123.4417
635 Canal Dr,St. Mary's,ON,N4X,V6T,43.261,-81.1516
609 West Rock Creek St,Gananoque,ON,K7G,T0S,44.3319,-76.1471
95 State Ave,Joliette,QC,J6E,M2K,46.0551,-73.432
454 Bowman St,Moores Mills,NB,E5A,H2E,45.2441,-66.9929
9683 Honey Creek Ave,Joliette,QC,J6E,X2X,46.0551,-73.432
55 Clinton Street,Wainwright,AB,T9W,P6X,52.8403,-110.8704
9 Campfire Rd,La Sarre,QC,J9Z,H0H,48.8131,-79.2026
70 Amerige Ave,Vermilion,AB,T9X,H5N,53.3515,-110.8451
7989 West Yukon Drive,Ladysmith,BC,V9G,X2L,50.089,-125.3444
3 East Golden Star  Dr,Vermilion,AB,T9X,A6V,53.3515,-110.8451
9631 South St,Place Bonaventure,QC,H5A,G8P,45.503,-73.5679
65 Johnson Lane,Bouctouche,NB,E4S,V7X,46.4171,-64.9241
7213 Shadow Brook Rd,Delson,QC,J5B,Y3P,45.4024,-73.5376
588 Westminster Road,Kimberley,BC,V1A,X9X,49.6626,-115.9667
8263 South Pumpkin Hill Dr,Athabasca,AB,T9S,S7J,54.7139,-113.2942
9981 S Swanson Dr,Windsor,LB,A2B,M8V,48.949,-55.6725
1 Mill Pond St,Trenton,ON,K8V,J2C,44.1106,-77.5569
230 West Illinois Street,Montague,PE,C0A,K2N,46.1668,-62.6487
85 Durham St,Outremont,QC,H2V,B7C,45.5298,-73.6153
902 Rose St,Conception Bay,LB,A1X,A3K,47.5238,-52.9595
783 Indian Summer Dr,Perth,ON,K7H,N2P,44.902,-76.2457
3 Windsor Street,Centreville,NB,E7K,R5A,46.4328,-67.7105
311 West Rockledge St,Deer Island,NB,E5V,V6M,45.0481,-66.9556
94 Front Dr,Russell,ON,K4R,T5K,45.2573,-75.3675
29 Smith Store St,Port Moody,BC,V3H,C5E,49.2707,-122.883
689 Main Ave,Becancour,QC,G9H,B7X,46.3445,-72.4369
9 Cardinal Court,Lloydminster,SK,T9V,P3K,53.2786,-110.0233
756 Johnson Street,Whitehorse,Yukon,Y1A,X6T,60.7227,-135.0534
3 Pheasant Avenue,Paquetville,NB,E8R,A0C,47.7443,-64.7222
128 SW Pennsylvania Court,Qualicum Beach,BC,V9K,T6A,49.3506,-124.409
9932 Bear Hill Street,Ladysmith,BC,V9G,X5V,50.089,-125.3444
48 Warren Street,Greenfield Park,QC,J4V,B8X,45.4926,-73.4473
98 Pennington Ave,Manotick,ON,K4M,R0H,45.2289,-75.6817
7440 Princess Lane,Boucherville,QC,J4B,L4K,45.5685,-73.423
25 SE Fordham Street,Tillsonburg,ON,N4G,Y4S,42.8806,-80.7527
8724 Wayne Rd,Manotick,ON,K4M,Y8B,45.2289,-75.6817
56 Linden Court,Ponoka,AB,T4J,A2X,52.6649,-113.5823
7215 Birchpond Dr,Greely,ON,K4P,C8P,45.258,-75.5762
67 Linda Street,Rogersville,NB,E4Y,T6A,46.7333,-65.4489
692 E Andover Lane,Lockport,MB,R1B,J4S,50.0958,-96.9329
8250 State St,New Glasgow,NS,B2H,V5A,45.5937,-62.6585
327 Canterbury St,Shediac,NB,E4P,H2T,46.2165,-64.5128
7790 Andover Street,Gaspé,QC,G4X,Y7N,48.8319,-64.4813
19 Brown Lane,Duncan,BC,V9L,J4E,48.7768,-123.7077
698 Clay St,Hampstead,QC,H3X,G5E,45.4915,-73.6483
8874 Shub Farm Ave,Kirkland Lake,ON,P2N,M0J,48.151,-80.0328
601 East Parker St,Chelsea,QC,J9B,C2T,45.4039,-75.826
8607 Willow St,Winkler,MB,R6W,B2R,49.1859,-97.9396
17 Bridgeton St,Fort St. John,BC,V1J,M4N,56.2306,-120.8277
7228 West William Lane,Renfrew,ON,K7V,C3A,45.4779,-76.6731
1 Country Drive,Gananoque,ON,K7G,T9V,44.3319,-76.1471
763 6th St,Penetanguishene,ON,L9M,P4V,44.7672,-79.9385
9563 S Canterbury St,Roberval,QC,G8H,R7L,48.5044,-72.2165
9119 W Shore Street,Waverley,NS,B2R,G6V,44.7431,-63.5144
804 Cypress Lane,Valleyfield,QC,J7X,C0Y,45.2616,-74.2078
462 Monroe Street,Fort Saskatchewan,AB,T8L,H7R,53.6916,-113.2286
9477 Cambridge Ave,Edson,AB,T7E,E5C,53.5908,-116.4104
896 Theatre Court,Olds,AB,T4H,M8B,51.7956,-114.0944
96 Laurel Dr,Torbay,LB,A1K,H1E,47.6542,-52.7367
524 Walt Whitman Rd,Christmas Island,NS,B1T,H7X,46.1122,-60.2372
8121 West Plumb Branch Ave,Norton,NB,E5T,X4M,45.6769,-65.884
987 Buttonwood Dr,Uxbridge,ON,L9P,R4C,44.1065,-79.1427
278 Colonial St,Windsor,ON,A2B,M8A,48.949,-55.6725
78 Golf Ave,Wasaga Beach,ON,L9Z,L8V,44.5208,-80.0162
481 Bayberry Avenue,Port Colborne,ON,L3K,S2R,42.8754,-79.237
7327 Newbridge Street,Olds,AB,T4H,Y3A,51.7956,-114.0944
144 Clay St,Iona,NS,B2C,V4T,45.6218,-62.0004
5 Edgewood St,Kingston,ON,E5S,V6P,45.3571,-66.0858
849 Gates Rd,Canmore,AB,T1W,E3P,51.0868,-115.3384
9892 Greystone St,Hanover,ON,N4N,C4B,44.1385,-81.0237
9252 Lake View Court,Manuels,LB,A1W,S1S,47.5329,-52.9132
7949 College Dr,Dominion,NS,B1G,P6A,46.2063,-60.0255
37 Trenton Rd,Taber,AB,T1G,P1K,49.7773,-112.158
9 Jefferson Road,Rockland,ON,K4K,C6H,45.5415,-75.3062
7370 Foster Drive,Petitcodiac,NB,E4Z,R4J,45.751,-65.048
205 Brown Lane,Meaford,ON,N4L,R6T,44.6079,-80.5922
55 Beech Drive,Thompson,MB,R8N,Y4N,55.7428,-97.8779
130 Queen Court,Sylvan Lake,AB,T4S,G8C,52.3083,-114.0949
7327 Aspen Dr,Hartland,NB,E7P,L1K,46.3709,-67.445
659 Paris Hill Drive,Napanee,ON,K7R,X9K,44.2538,-76.943
59 W Taylor Dr,Chambly,QC,J3L,V1H,45.4694,-73.289
594 Temple St,Powell River,BC,V8A,J9J,49.8021,-124.5124
9102 Chapel St,Charny,QC,G6X,C9H,46.7228,-71.2788
8514 Ocean St,Norton,NB,E5T,A4V,45.6769,-65.884
169 Fulton Dr,Peace River,AB,T8S,A2Y,56.2539,-117.2849
49 Newcastle Drive,Durham Bridge,NB,E6C,S9V,45.9523,-66.6717
568 Paris Hill Street,Qualicum Beach,BC,V9K,H0R,49.3506,-124.409
71 Pumpkin Hill Ave,Amherst,NS,B4H,G0P,45.8353,-64.2182
252 Jockey Hollow Avenue,Paradise,LB,A1L,V0S,47.5363,-52.8389
16 Pilgrim St,Whitecourt,AB,T7S,H3X,54.1407,-115.6873
679 Yukon Dr,Rock Forest,QC,J1N,P9C,45.3814,-71.9827
8554 Myers Court,Tour de la Bourse,QC,H4Z,E9P,45.5003,-73.5621
8060 Delaware Lane,Kenora,ON,P9N,P9E,49.7667,-94.4848
9526 Homestead Dr,Wallaceburg,ON,N8A,K0L,42.5799,-82.3823
9 SW Surrey Drive,Thetford Mines,QC,G6G,R8X,46.1134,-71.3108
43 Canterbury Lane,Debec,NB,E7N,N8K,46.0089,-67.7236
9097 Iroquois Drive,Antigonish,NS,B2G,Y0R,45.6243,-61.9996
46 Galvin Rd,Morinville,AB,T8R,A2N,53.7903,-113.646
708 New Rd,Paradise,LB,A1L,B0X,47.5363,-52.8389
602 Wakehurst St,Kingsville,ON,N9Y,K1R,42.0377,-82.7394
308 Hickory Avenue,Elmira,ON,N3B,T0X,43.5852,-80.5662
7781 East Lantern St,Tecumseh Outskirts,ON,N8N,N9C,42.3326,-82.8926
619 Valley Farms Ave,Marieville,QC,J3M,E4T,45.4355,-73.1738
3 Westport St,Kimberley,BC,V1A,M2A,49.6626,-115.9667
5 Harvard Road,The Pas,MB,R9A,L5R,53.8228,-101.2356
7738 Devon Dr,Qualicum Beach,BC,V9K,S3L,49.3506,-124.409
98 Walnut Ave,La Baie,QC,G7B,C9V,48.3133,-70.8557
9886 Lakewood Dr,Russell,ON,K4R,R1R,45.2573,-75.3675
7581 Williams St,High River,AB,T1V,S8A,50.5775,-113.8747
266 E Fairground St,Shediac,NB,E4P,C9Y,46.2165,-64.5128
332 Walt Whitman Ave,Ville Émard,QC,H4E,Y0M,45.468,-73.5863
8847 Bald Hill Street,Woodstock,NB,E7M,N3A,46.1368,-67.5817
607 Fifth Street,Charny,QC,G6X,Y7T,46.7228,-71.2788
40 Paris Hill Court,Tecumseh Outskirts,ON,N8N,R9K,42.3326,-82.8926
60 Beach St,Saltspring Island,BC,V8K,J4B,48.9145,-123.5657
9933 Johnson Rd,Keswick,ON,L4P,S2K,44.2421,-79.4818
369 Iroquois St,Elizabethtown,ON,K6T,N5X,44.618,-75.6895
9854 Green Dr,Harrietsfield,NS,B3V,S6S,44.5682,-63.6177
134 Lower River Dr,Dominion,NS,B1G,G7C,46.2063,-60.0255
7 Garfield Lane,Harrietsfield,NS,B3V,X4B,44.5682,-63.6177
7321 Woodland Lane,La Baie,QC,G7B,M1N,48.3133,-70.8557
566 3rd Dr,Asbestos,QC,J1T,J6H,45.7808,-71.9348
9416 Mill Pond Rd,Milton,ON,L9T,V8P,43.5034,-79.8773
9672 Fairground St,Clermont,QC,G4A,R4V,47.695,-70.2239
9787 Inverness Dr,La Prairie,QC,J5R,P9V,45.3973,-73.5284
99 Ridgeview Ave,Amherstburg,ON,N9V,S7P,42.1106,-83.1115
77 Heritage Street,Baden,ON,N3A,K4S,43.4161,-80.688
386 Brewery Avenue,Whitehorse,Yukon,Y1A,R3N,60.7227,-135.0534
63 Birchpond Rd,Port Morien,NS,B1B,P3C,46.1365,-59.8717
30 Rockwell Street,Kingston,ON,E5S,B5S,45.3571,-66.0858
545 Dogwood Ave,Windsor,QC,A2B,T3V,48.949,-55.6725
74 E Carson Street,Harrietsfield,NS,B3V,Y6L,44.5682,-63.6177
770 Lyme Ave,Prince Rupert,BC,V8J,Y8S,54.3146,-130.3413
6 Leeton Ridge Ave,Hampstead,QC,H3X,C9A,45.4915,-73.6483
124 Mountainview Street,Fourchu,NS,B2J,N4K,45.3747,-63.2951
44 Franklin Street,Kingston,ON,E5S,V5H,45.3571,-66.0858
18 Pacific Ave,Porters Lake,NS,B3E,T7C,44.7227,-63.3973
9917 S Fairway Court,Innisfil,ON,L9S,V2G,44.2871,-79.6703
235 Andover St,Old Montreal,QC,H2Y,V7G,45.508,-73.554
38 St Paul Street,Sussex,NB,E4E,P7C,45.7223,-65.5108
160 Snake Hill Street,St. Stephen,NB,E3L,C4M,45.1728,-67.2946
9121 6th St,Matane,QC,G4W,G7G,48.8526,-67.518
305 Lake Drive,Becancour,QC,G9H,K9L,46.3445,-72.4369
8846 Shirley Road,Sidney,BC,V8L,R5J,48.6128,-123.4198
990 Meadowbrook Rd,Gagetown,NB,E5M,K7V,45.6287,-66.1751
8351 North Ivy St,Varennes,QC,J3X,L6X,45.6911,-73.4312
751 S St Paul St,Lantz,NS,B2S,R4C,44.9775,-63.4209
711 Harvey Avenue,La Sarre,QC,J9Z,J5X,48.8131,-79.2026
416 Carriage Drive,Pierrefonds,QC,H8Z,M7L,45.5135,-73.8389
806 W Cemetery Lane,Eskasoni,NS,B1W,G2A,45.9245,-60.6449
7106 South Oak Valley St,Kitimat,BC,V8C,S8K,54.0662,-128.6508
601 Del Monte Lane,Amherst,NS,B4H,T1C,45.8353,-64.2182
43 Lyme Dr,St. George,NB,E5C,C7C,45.2441,-66.9929
52 Glen Creek Court,Minto,NB,E4B,T5T,45.9393,-66.09
7961 Harrison Ave,Port Alberni,BC,V9Y,S7B,49.2197,-124.8101
275 Bay Meadows Dr,Bradford,ON,L3Z,S5L,44.1208,-79.5656
2 NE Silver Spear St,Drayton Valley,AB,T7A,S2E,53.2165,-114.9893
7092 Miller Lane,Bayfield,NB,E4M,B6V,46.0957,-63.9068
8292 Oklahoma St,Wolfville,NS,B4P,J8M,45.0917,-64.3599
39 Whitemarsh Drive,Moores Mills,NB,E5A,X4B,45.2441,-66.9929
907 W Corona Dr,Vimont,QC,H7M,T5J,45.6089,-73.7331
932 Wayne Street,Comox,BC,V9M,Y2Y,49.6728,-124.947
382 South Deerfield Street,Duvernay,QC,H7E,G7V,45.6142,-73.669
99 Illinois Dr,Maisonneuve,QC,H1V,L5H,45.5702,-73.551
95 Poor House Court,Kingsclear,NB,E3E,B6K,45.8134,-66.932
28 Augusta Lane,La Malbaie,QC,G5A,N5V,47.6259,-70.0967
930 Nicolls Rd,Tour de la Bourse,QC,H4Z,M6V,45.5003,-73.5621
66 Foster Street,Nackawic,NB,E6G,V4P,45.9942,-67.2397
7630 Mechanic St,Smiths Falls,ON,K7A,N6J,44.8995,-76.021
8462 County St,Centreville,NB,E7K,T6N,46.4328,-67.7105
9945 Rosewood Court,Hawkesbury,ON,K6A,P8J,45.6101,-74.6085
9373 Franklin St,Gananoque,ON,K7G,S8Y,44.3319,-76.1471
8597 Brook St,Powell River,BC,V8A,P4E,49.8021,-124.5124
286 Buttonwood Drive,Coverdale,NB,E1J,H2K,45.9829,-64.8634
8506 Union Street,King City,ON,L7B,S7X,43.9327,-79.5104
669 College St,Cobourg,ON,K9A,S6Y,43.9851,-78.1621
612 Ashley Street,Meaford,ON,N4L,L8R,44.6079,-80.5922
1 Warren Lane,Lepreau,NB,E5J,N3J,45.2116,-66.3491
428 Golf Ave,Gagetown,NB,E5M,P5J,45.6287,-66.1751
820 Hamilton Court,Pitt Meadows,BC,V3Y,K3P,49.2273,-122.6883
548 Pendergast Ave,Waverley,NS,B2R,G2B,44.7431,-63.5144
74 Highland Ave,Campbellton,NB,E3N,J2M,48.0091,-66.6707
498 Logan Street,Farnham,QC,J2N,B6K,45.2925,-72.978
9715 Bald Hill Street,Canmore,AB,T1W,N2R,51.0868,-115.3384
124 Southampton Drive,Conception Bay,LB,A1X,B3L,47.5238,-52.9595
4 Goldfield Drive,Conception Bay,LB,A1X,X6T,47.5238,-52.9595
7387 East Brookside Drive,Labrador City,LB,A2V,C5S,52.9348,-66.9145
26 Inverness Dr,Carbonear,LB,A1Y,M8H,48.9268,-55.6613
245 Mechanic St,Port Alberni,BC,V9Y,R4M,49.2197,-124.8101
7845 South Nut Swamp St,Strathmore,AB,T1P,A6E,51.0459,-113.3967
60 Swanson Street,Thetford Mines,QC,G6G,S0L,46.1134,-71.3108
979 Winchester Rd,Grimsby,ON,L3M,K1E,43.2005,-79.6292
50 Swanson Street,Hillsborough,NB,E4H,J1C,45.9078,-64.8245
559 Sherman Street,Port Moody,BC,V3H,Y0E,49.2707,-122.883
78 Prince Court,Red Deer County,AB,T4E,H6K,52.2911,-113.7027
774 Ryan Street,Fort Frances,ON,P9A,J6P,48.6075,-93.3869
504 Wintergreen St,Sturgeon Falls,ON,P2B,G4N,46.3664,-79.9178
534 Williams Ave,Smiths Creek,NB,E4G,K2L,45.9078,-65.5334
44 Selby Street,Gravenhurst,ON,P1P,B1S,44.9451,-79.3549
21 Blackburn St,Maniwaki,QC,J9E,K0C,46.3741,-75.9823
196 Nut Swamp Avenue,Bradford,ON,L3Z,G1V,44.1208,-79.5656
9364 Whitemarsh Dr,Lloydminster,SK,T9V,Y5N,53.2786,-110.0233
2 Lake Drive,Bradford,ON,L3Z,M8X,44.1208,-79.5656
718 Anderson Court,Hinton,AB,T7V,B8L,53.3981,-117.5552
80 Trout Street,Estevan,SK,S4A,G7M,49.1433,-102.9987
30 Laurel St,Old Montreal,QC,H2Y,K9Y,45.508,-73.554
49 Golf Drive,St. Martins,NB,E5R,J2T,45.3849,-65.6331
7504 Dogwood St,Oromocto,NB,E2V,K9S,45.8509,-66.467
4 Cedarwood Ave,Richibucto,NB,E4W,Y8Y,46.6493,-64.8842
676 2nd St,Donnacona,QC,G3M,E2X,46.6725,-71.7368
98 Mammoth Circle,Montague,PE,C0A,A7H,46.1668,-62.6487
9771 Newcastle Street,Marieville,QC,J3M,M9C,45.4355,-73.1738
9073 Elmwood Street,Enfield,NS,B2T,N8X,44.8488,-63.5999
9286 Livingston Ave,Owen Sound,ON,N4K,P1P,44.5519,-80.9385
8093 Tunnel Rd,Youngs Cove,NB,E4C,L1G,45.808,-65.9652
450 Mayfield St,Canterbury,NB,E6H,B8K,45.7207,-67.6516
58 Livingston Drive,Milton,ON,L9T,C6A,43.5034,-79.8773
7488 William Lane,Red Deer County,AB,T4E,P2R,52.2911,-113.7027
27 North Birchwood Rd,Trenton,ON,K8V,L7C,44.1106,-77.5569
7495 Philmont Ave,Bonnyville,AB,T9N,S6J,54.2678,-110.7324
8848 N Bayport Drive,St. Andrews,NB,E5B,T8H,45.0732,-67.0428
889 St Margarets St,Powell River,BC,V8A,N3B,49.8021,-124.5124
586 1st Lane,Dryden,ON,P8N,H5A,49.7856,-92.8364
552 Sage Street,Hébertville,QC,G8N,R1L,48.3942,-71.6775
7327 Valley Drive,Old Montreal,QC,H2Y,H7T,45.508,-73.554
499 Broad Ave,Morinville,AB,T8R,H3R,53.7903,-113.646
943 Mammoth St,Aylmer,ON,N5H,G1S,42.7797,-80.9864
8599 Overlook Drive,Gananoque,ON,K7G,B4C,44.3319,-76.1471
988 North Border St,Langley City,BC,V3A,L5X,49.0764,-122.6797
89 Andover Lane,Weyburn,SK,S4H,X2R,49.6719,-103.8491
887 Shirley Street,Lakeside,NS,B3T,C9P,44.6404,-63.6888
9292 Jones St,La Plaine,QC,J7M,S7Y,45.7915,-73.7559
9035 Stonybrook St,Dunnville,ON,N1A,L1S,42.9132,-79.6101
53 Lilac Ave,Cochrane,AB,T4C,A9R,51.1896,-114.4774
8 Myrtle St,Steinbach,MB,R5G,H0B,49.5264,-96.6867
29 Market St,Port Perry,ON,L9L,M4H,44.0905,-78.9479
7837 County Rd,Kapuskasing,ON,P5N,Y6R,49.4134,-82.4203
441 East Windfall Street,Port Perry,ON,L9L,L5A,44.0905,-78.9479
16 S New Saddle St,Beauharnois,QC,J6N,A1C,45.3577,-73.7851
242 Mayfield Lane,Chambly,QC,J3L,C7E,45.4694,-73.289
3 Park Street,Taber,AB,T1G,H3V,49.7773,-112.158
465 Second Street,Cranbrook,BC,V1C,L5L,49.512,-115.7703
9588 S Sutor Street,Strathmore,AB,T1P,X8L,51.0459,-113.3967
20 North Galvin Rd,Lachute,QC,J8H,B8P,45.6484,-74.3406
483 Oakwood St,Penetanguishene,ON,L9M,J6S,44.7672,-79.9385
2 High Ridge St,Edmundston,NB,E3V,S7Y,47.3614,-68.3218
275 Rockwell Drive,Bolton,ON,L7E,G4N,43.8628,-79.7147
93 Sunnyslope St,Estevan,SK,S4A,A3K,49.1433,-102.9987
544 W Depot Street,Yellowknife,NT,X1A,M3J,62.4725,-114.3417
16 S South Lane,Port Morien,NS,B1B,R9C,46.1365,-59.8717
755 Forest St,Elliot Lake,ON,P5A,Y7C,46.372,-82.6721
8250 Broad Street,Lantz,NS,B2S,X3P,44.9775,-63.4209
715 S Del Monte Road,Midland,ON,L4R,K0T,44.7542,-79.9005
8 S Old York Lane,Huntsville,ON,P1H,A6B,45.3272,-79.2151
854 Arch Avenue,Roberval,QC,G8H,G0T,48.5044,-72.2165
48 Tunnel St,Morinville,AB,T8R,T4E,53.7903,-113.646
8688 Strawberry Dr,Woodstock,NB,E7M,H9V,46.1368,-67.5817
